Gene name,Function
PAK4,EC capillary marker
SLC12A2,EC capillary marker
KLF10,EC capillary marker
SPARCL1,EC capillary marker
AL390728.6,EC capillary marker
LIFR,EC capillary marker
ZNF331,EC capillary marker
EDN1,EC capillary marker
TSPAN14,EC capillary marker
PSMB8,EC capillary marker
DDX58,EC capillary marker
ADM,EC capillary marker
EMP2,EC capillary marker
DUSP6,EC capillary marker
ACKR1,EC venous marker
LU,EC venous marker
MMRN1,EC venous marker
SELP,EC venous marker
PE-1,EC venous marker
L23,EC venous marker
SRPX,EC venous marker
MET,EC venous marker
PLA1A,EC venous marker
IL33,EC venous marker
VWF,EC venous marker
ADGRG6,EC venous marker
MPZL2,EC venous marker
PRSS23,EC venous marker
LYST,EC venous marker
L14,EC venous marker
KCTD12,EC venous marker
LRRC1,EC venous marker
MMRN2,EC venous marker
NPR3,EC venous marker
TLL1,EC venous marker
PKHD1L1,EC venous marker
PLAT,EC venous marker
HSPG2,EC venous marker
S5,EC venous marker
PTPRB,EC venous marker
PLCXD3,EC venous marker
ITGB4,EC venous marker
LIMS2,EC venous marker
PDE2A,EC venous marker
MCTP1,EC venous marker
FCN3,EC venous marker
LIPG,EC venous marker
SULT1E1,EC venous marker
SLC6A4,EC venous marker
XCL2,EC venous marker
EDN1,EC venous marker
ID1,EC venous marker
PLVAP,EC venous marker
LIFR,EC venous marker
SYT15,EC venous marker
YYR1,EC venous marker
PRCP,EC venous marker
NF144B,EC venous marker
MCAM,EC venous marker
D93,EC venous marker
TNNAL1,EC venous marker
ASRGL1,EC venous marker
IL1RL1,EC venous marker
ARHGEF15,EC venous marker
SLCO4A1,EC venous marker
ALNT15,EC venous marker
EPHB4,EC venous marker
LEPR,EC venous marker
NTNAP3B,EC venous marker
TIAM1,EC venous marker
SRGN,EC venous marker
EHD4,EC venous marker
SLCO2A1,EC venous marker
EMCN,EC venous marker
TSPAN7,EC venous marker
M2L,EC venous marker
NOVA2,EC venous marker
SEC14L1,EC venous marker
HLA-DPA1,EC venous marker
NPR1,EC venous marker
LEC1A,EC venous marker
NEURL1B,EC venous marker
IL4R,EC venous marker
AQP1,EC venous marker
MFNG,EC venous marker
IM1,EC venous marker
SMAD9,EC venous marker
NUAK1,EC venous marker
FLNB,EC venous marker
DUSP23,EC venous marker
HHEX,EC venous marker
TEK,EC venous marker
TMTC1,EC venous marker
SEMA3F,EC venous marker
TMEM100,EC venous marker
PALMD,EC venous marker
TNFSF10,EC venous marker
DH5,EC venous marker
ST6GALNAC3,EC venous marker
LEC3B,EC venous marker
PROCR,EC venous marker
EXOC6,EC venous marker
ST6GAL1,EC venous marker
ADAMTS9,EC venous marker
SOX18,EC venous marker
FLT1,EC venous marker
APGEF4,EC venous marker
THBD,EC venous marker
H25H,EC venous marker
MCF2L,EC venous marker
MKL2,EC venous marker
SH2D3C,EC venous marker
FAM107A,EC venous marker
AGFG2,EC venous marker
ADGRL4,EC venous marker
IFI27,EC venous marker
ALNT18,EC venous marker
PDLIM5,EC venous marker
STAB1,EC venous marker
ITM2A,EC venous marker
SOX7,EC venous marker
PTGIS,EC venous marker
SORBS2,EC venous marker
SPNS2,EC venous marker
LEC14A,EC venous marker
MIP,EC venous marker
ARL4A,EC venous marker
BP4,EC venous marker
FENDRR,EC venous marker
PCDH17,EC venous marker
AMP2,EC venous marker
LYVE1,EC venous marker
AMP3,EC venous marker
F2R,EC venous marker
ADCY4,EC venous marker
SHE,EC venous marker
ADAM15,EC venous marker
OBO4,EC venous marker
ICA1,EC venous marker
IFI44L,EC venous marker
ERRFI1,EC venous marker
ESAM,EC venous marker
HLA-DQA1,EC venous marker
ITGA6,EC venous marker
STXBP6,EC venous marker
1QTNF1,EC venous marker
FGD5,EC venous marker
TMEM255B,EC venous marker
LMO2,EC venous marker
EFNB2,EC venous marker
AV1,EC venous marker
HYAL2,EC venous marker
FAM84B,EC venous marker
PGR,EC venous marker
TAL1,EC venous marker
ACTN1,EC venous marker
JAM2,EC venous marker
IMAP8,EC venous marker
TM4SF1,EC venous marker
TINAGL1,EC venous marker
NRN1,EC venous marker
IMAP6,EC venous marker
ARHGAP29,EC venous marker
PODXL,EC venous marker
USHBP1,EC venous marker
EPAS1,EC venous marker
HLA-DRB1,EC venous marker
FLI1,EC venous marker
IPC2,EC venous marker
ARAP3,EC venous marker
IL7R,EC venous marker
PTGS2,EC venous marker
IL3RA,EC venous marker
NOSTRIN,EC venous marker
HECW2,EC venous marker
FAM171A1,EC venous marker
PECAM1,EC venous marker
PIK3R3,EC venous marker
SH3BGRL2,EC venous marker
EGFL7,EC venous marker
PR146,EC venous marker
SHANK3,EC venous marker
BCAM,EC venous marker
ACVRL1,EC venous marker
ALCRL,EC venous marker
ECE1,EC venous marker
SAD2,EC venous marker
NA14,EC venous marker
KLF4,EC venous marker
WARS,EC venous marker
D74,EC venous marker
ATA2,EC venous marker
FKBP1A,EC venous marker
NAMPT,EC venous marker
SHROOM4,EC venous marker
PCAT19,EC venous marker
DOCK9,EC venous marker
FNIP2,EC venous marker
F8,EC venous marker
ETS2,EC venous marker
LRRC32,EC venous marker
LDB2,EC venous marker
LDN5,EC venous marker
HLA-DRA,EC venous marker
S1PR1,EC venous marker
IMAP7,EC venous marker
LPCAT4,EC venous marker
TIE1,EC venous marker
ENG,EC venous marker
IMAP4,EC venous marker
HOB,EC venous marker
ARSB,EC venous marker
NOTCH4,EC venous marker
ENTPD1,EC venous marker
FNBP1,EC venous marker
TCN2,EC venous marker
POSTN,EC venous marker
NPDC1,EC venous marker
HLA-DRB5,EC venous marker
ABLIM1,EC venous marker
IL18R1,EC venous marker
ERG-1,EC venous marker
DC68,EC venous marker
TRIB2,EC venous marker
ECSCR,EC venous marker
WWTR1,EC venous marker
MAP3K6,EC venous marker
NASE1,EC venous marker
OAS2,EC venous marker
EMIP2,EC venous marker
ADIRF,EC venous marker
SOCS3,EC venous marker
UPP1,EC venous marker
TFPI,EC venous marker
HLA-DQB1,EC venous marker
IFI6,EC venous marker
ACKR3,EC venous marker
MYCT1,EC venous marker
ADGRF5,EC venous marker
ARHGAP26,EC venous marker
IMAP1,EC venous marker
OL3A1,Fibroblasts marker
OL6A3,Fibroblasts marker
OL1A1,Fibroblasts marker
OL1A2,Fibroblasts marker
LUM,Fibroblasts marker
LSAMP,Fibroblasts marker
OL5A2,Fibroblasts marker
SCN7A,Fibroblasts marker
OL5A1,Fibroblasts marker
ARRES2,Fibroblasts marker
MXRA8,Fibroblasts marker
FN1,Fibroblasts marker
LAMA2,Fibroblasts marker
VCAN,Fibroblasts marker
MOXD1,Fibroblasts marker
MMP2,Fibroblasts marker
PXM1,Fibroblasts marker
SLIT2,Fibroblasts marker
PDGFRA,Fibroblasts marker
MFAP4,Fibroblasts marker
TMEM119,Fibroblasts marker
TDO2,Fibroblasts marker
VEGFD,Fibroblasts marker
ADH1B,Fibroblasts marker
AL078639.1,Fibroblasts marker
ISPLD2,Fibroblasts marker
PTGDS,Fibroblasts marker
FBLN1,Fibroblasts marker
A2M,Fibroblasts marker
LEC11A,Fibroblasts marker
SVEP1,Fibroblasts marker
BICC1,Fibroblasts marker
HMCN1,Fibroblasts marker
PRELP,Fibroblasts marker
ITGA8,Fibroblasts marker
ES1,Fibroblasts marker
FH,Fibroblasts marker
OL14A1,Fibroblasts marker
SERPINF1,Fibroblasts marker
PC3,Fibroblasts marker
MRC2,Fibroblasts marker
ISLR,Fibroblasts marker
ECM2,Fibroblasts marker
THBS2,Fibroblasts marker
MMP14,Fibroblasts marker
NAV3,Fibroblasts marker
STEAP2,Fibroblasts marker
PRRX1,Fibroblasts marker
AS1,Fibroblasts marker
SLIT3,Fibroblasts marker
BMP5,Fibroblasts marker
FOXF2,Fibroblasts marker
PDGFRB,Fibroblasts marker
AXL,Fibroblasts marker
ABCA9,Fibroblasts marker
ABCC9,Fibroblasts marker
IGSF10,Fibroblasts marker
FIBIN,Fibroblasts marker
LI3,Fibroblasts marker
OR2,Fibroblasts marker
PODN,Fibroblasts marker
BCL6,Fibroblasts marker
DH11-1,Fibroblasts marker
BE1-1,Fibroblasts marker
FXYD1,Fibroblasts marker
UCY1A1,Fibroblasts marker
FD,Fibroblasts marker
AEBP1,Fibroblasts marker
TSK,Fibroblasts marker
ELN,Fibroblasts marker
YP7B1,Fibroblasts marker
ANGPT1,Fibroblasts marker
QSOX1,Fibroblasts marker
PQLC2L,Fibroblasts marker
SSC5D,Fibroblasts marker
ABCA10,Fibroblasts marker
DC80,Fibroblasts marker
FGFR4,Fibroblasts marker
FGF7,Fibroblasts marker
ETV1,Fibroblasts marker
DLG2,Fibroblasts marker
OLFML2B,Fibroblasts marker
OL5A3,Fibroblasts marker
IGDCC4,Fibroblasts marker
PTPRD,Fibroblasts marker
DNM3OS,Fibroblasts marker
EMIP,Fibroblasts marker
LTBP2,Fibroblasts marker
SPON1,Fibroblasts marker
VGLL3,Fibroblasts marker
PIEZO2,Fibroblasts marker
OGN,Fibroblasts marker
ACNA1C,Fibroblasts marker
ARRES1,Fibroblasts marker
VASN,Fibroblasts marker
LTBP4,Fibroblasts marker
IGFBP5,Fibroblasts marker
AMK2N1,Fibroblasts marker
PLPP1,Fibroblasts marker
PC6,Fibroblasts marker
BGN,Fibroblasts marker
APOE,Fibroblasts marker
FZD7,Fibroblasts marker
HSD11B1,Fibroblasts marker
TCF21,Fibroblasts marker
D302,Fibroblasts marker
IGF1,Fibroblasts marker
HTRA1,Fibroblasts marker
ITGBL1,Fibroblasts marker
OL6A6,Fibroblasts marker
ANTXR2,Fibroblasts marker
PGR-1,Fibroblasts marker
MITF,Fibroblasts marker
A3,Fibroblasts marker
FBN1,Fibroblasts marker
PALLD,Fibroblasts marker
KCNQ1OT1,Fibroblasts marker
SOD3,Fibroblasts marker
NKD2,Fibroblasts marker
SRPX2,Fibroblasts marker
TENT5A,Fibroblasts marker
MEOX2,Fibroblasts marker
LURAP1L,Fibroblasts marker
ANGPTL1,Fibroblasts marker
XCL12,Fibroblasts marker
FBLN2,Fibroblasts marker
OL27A1,Fibroblasts marker
HRDL1,Fibroblasts marker
PCDH7,Fibroblasts marker
DC102B,Fibroblasts marker
NR2F1,Fibroblasts marker
ANGPTL2,Fibroblasts marker
KIRREL1,Fibroblasts marker
OL21A1,Fibroblasts marker
LMP-1,Fibroblasts marker
AOC3,Fibroblasts marker
YR2,Fibroblasts marker
SH3PXD2A,Fibroblasts marker
EDNRA,Fibroblasts marker
MCOLN2,Fibroblasts marker
HGF,Fibroblasts marker
NEBL,Fibroblasts marker
MME,Fibroblasts marker
OLFML1,Fibroblasts marker
KCNE4,Fibroblasts marker
STXBP4,Fibroblasts marker
LOXL1,Fibroblasts marker
PAPLN,Fibroblasts marker
TBX4,Fibroblasts marker
FAP,Fibroblasts marker
STEAP1,Fibroblasts marker
ZCCHC24,Fibroblasts marker
-1,Fibroblasts marker
ABCA8,Fibroblasts marker
FZD1,Fibroblasts marker
XYLT2,Fibroblasts marker
PRDM6,Fibroblasts marker
HTRA3,Fibroblasts marker
FMO3,Fibroblasts marker
TBX5,Fibroblasts marker
FAM20C,Fibroblasts marker
D248,Fibroblasts marker
HSPB6,Fibroblasts marker
DYNC2H1,Fibroblasts marker
MAMDC2,Fibroblasts marker
UNX1,Fibroblasts marker
LTBP1,Fibroblasts marker
ARHGAP28,Fibroblasts marker
ENAH,Fibroblasts marker
SCARF2,Fibroblasts marker
EGFL6,Fibroblasts marker
MAFB,Fibroblasts marker
HPF,Fibroblasts marker
ANTXR1,Fibroblasts marker
ECM1,Fibroblasts marker
OMD,Fibroblasts marker
PTGFRN,Fibroblasts marker
PTH1R,Fibroblasts marker
MFAP2,Fibroblasts marker
FLRT2,Fibroblasts marker
FMOD,Fibroblasts marker
BAG2,Fibroblasts marker
OLEC12,Fibroblasts marker
NPNT,Fibroblasts marker
PLTP,Fibroblasts marker
MAOB,Fibroblasts marker
OMG,Fibroblasts marker
SFRP2,Fibroblasts marker
ACSS3,Fibroblasts marker
TRPC6,Fibroblasts marker
T5-1,Fibroblasts marker
NFATC4,Fibroblasts marker
D276,Fibroblasts marker
SSPN,Fibroblasts marker
PNMB,Fibroblasts marker
DIO3OS,Fibroblasts marker
SH3PXD2B,Fibroblasts marker
YGB,Fibroblasts marker
PTK7,Fibroblasts marker
TNFRSF19,Fibroblasts marker
BMPR1A,Fibroblasts marker
ITGB8,Fibroblasts marker
ANK2,Fibroblasts marker
NCAM2,Fibroblasts marker
NEXN,Fibroblasts marker
DKK3,Fibroblasts marker
ADAM12,Fibroblasts marker
ANXA6,Fibroblasts marker
DIP2C,Fibroblasts marker
PDZRN3,Fibroblasts marker
AS7,Fibroblasts marker
DSEL,Fibroblasts marker
SPATA6,Fibroblasts marker
PTGIS,Fibroblasts marker
DKN1C,Fibroblasts marker
MAN1C1,Fibroblasts marker
FRZB,Fibroblasts marker
OL15A1,Fibroblasts marker
NR2F1-AS1,Fibroblasts marker
ITGB5,Fibroblasts marker
BASP1,Fibroblasts marker
PTGER4,Fibroblasts marker
DNM1,Fibroblasts marker
TWIST2,Fibroblasts marker
HOXB3,Fibroblasts marker
PLAGL1,Fibroblasts marker
SDC2,Fibroblasts marker
PLA2R1,Fibroblasts marker
APOD,Fibroblasts marker
OBO1,Fibroblasts marker
MMP23B,Fibroblasts marker
TNFSF13B,Fibroblasts marker
PLOD2,Fibroblasts marker
NFIL3,Fibroblasts marker
FHL1,Fibroblasts marker
NN2,Fibroblasts marker
NDN,Fibroblasts marker
MMD,Fibroblasts marker
PRKG1,Fibroblasts marker
ADARB1,Fibroblasts marker
PSD3,Fibroblasts marker
SPTSSA,Fibroblasts marker
SGIP1,Fibroblasts marker
ADGRA3,Fibroblasts marker
ECK,Fibroblasts marker
THRC1,Fibroblasts marker
11ORF96,Fibroblasts marker
SLC7A8,Fibroblasts marker
THBS1,Fibroblasts marker
NOTCH2,Fibroblasts marker
TMEM98,Fibroblasts marker
NKG7,Innate lymphoid cell NK marker
D2,Innate lymphoid cell NK marker
LF3,Innate lymphoid cell NK marker
NLY,Innate lymphoid cell NK marker
L3,Innate lymphoid cell NK marker
L5,Innate lymphoid cell NK marker
12ORF76,Innate lymphoid cell NK marker
PTPRC,Innate lymphoid cell NK marker
IFNG,Innate lymphoid cell NK marker
D52,Innate lymphoid cell NK marker
DOK2,Innate lymphoid cell NK marker
L4,Innate lymphoid cell NK marker
TRBC1,Innate lymphoid cell NK marker
HCST,Innate lymphoid cell NK marker
DC73,Innate lymphoid cell NK marker
YTIP,Innate lymphoid cell NK marker
DC42SE2,Innate lymphoid cell NK marker
MZB1,Innate lymphoid cell NK marker
KLRB1,Innate lymphoid cell NK marker
HOG,Innate lymphoid cell NK marker
TCERG1,Innate lymphoid cell NK marker
AIP,Innate lymphoid cell NK marker
WIPF1,Innate lymphoid cell NK marker
KLRD1,Innate lymphoid cell NK marker
S1,Innate lymphoid cell NK marker
DUSP2,Innate lymphoid cell NK marker
ERN1,Innate lymphoid cell NK marker
TLE4,Innate lymphoid cell NK marker
D69,Innate lymphoid cell NK marker
SMIM27,Innate lymphoid cell NK marker
AC025164.1,Innate lymphoid cell NK marker
SP4,Innate lymphoid cell NK marker
HSPA6,Innate lymphoid cell NK marker
MC1,Innate lymphoid cell NK marker
SLC38A1,Innate lymphoid cell NK marker
STK17A,Innate lymphoid cell NK marker
MTA2,Innate lymphoid cell NK marker
IGLC3,Innate lymphoid cell NK marker
NCALD,Innate lymphoid cell NK marker
LIMD2,Innate lymphoid cell NK marker
T4,Innate lymphoid cell NK marker
BM4,Innate lymphoid cell NK marker
AMD1,Innate lymphoid cell NK marker
ACYBP,Innate lymphoid cell NK marker
LAPTM5,Innate lymphoid cell NK marker
TSTD1,Innate lymphoid cell NK marker
HORDC1,Innate lymphoid cell NK marker
STK17B,Innate lymphoid cell NK marker
ARL4C,Innate lymphoid cell NK marker
NG2-1,Innate lymphoid cell NK marker
ARF6,Innate lymphoid cell NK marker
NF20,Innate lymphoid cell NK marker
EFHD2,Innate lymphoid cell NK marker
TNNBL1,Innate lymphoid cell NK marker
VAV3,Innate lymphoid cell NK marker
MCUB,Innate lymphoid cell NK marker
SLC5A3,Innate lymphoid cell NK marker
PTPN4,Innate lymphoid cell NK marker
DDX21,Innate lymphoid cell NK marker
SSH2,Innate lymphoid cell NK marker
ARPC3,Innate lymphoid cell NK marker
PIBF1,Innate lymphoid cell NK marker
HAPLN3,Innate lymphoid cell NK marker
YCS,Innate lymphoid cell NK marker
SH3BGRL3,Innate lymphoid cell NK marker
SERP1,Innate lymphoid cell NK marker
LIC3,Innate lymphoid cell NK marker
K5,Innate lymphoid cell NK marker
HSPE1,Innate lymphoid cell NK marker
DC42SE1,Innate lymphoid cell NK marker
PRKCB,Innate lymphoid cell NK marker
ST8SIA4,Innate lymphoid cell NK marker
HSPA8,Innate lymphoid cell NK marker
SACM1L,Innate lymphoid cell NK marker
EEF1G,Innate lymphoid cell NK marker
HSP90AA1,Innate lymphoid cell NK marker
IVNS1ABP,Innate lymphoid cell NK marker
ADGRG1,Innate lymphoid cell NK marker
DC59,Innate lymphoid cell NK marker
D44,Innate lymphoid cell NK marker
YBA,Innate lymphoid cell NK marker
TARSL2,Innate lymphoid cell NK marker
DKN2C,Innate lymphoid cell NK marker
AGFG1,Innate lymphoid cell NK marker
FAM49A,Innate lymphoid cell NK marker
ABEPK,Innate lymphoid cell NK marker
TXNDC9,Innate lymphoid cell NK marker
S10,Innate lymphoid cell NK marker
SEC11C,Innate lymphoid cell NK marker
BIRC3,Innate lymphoid cell NK marker
DNAJB1,Innate lymphoid cell NK marker
NPTAB,Innate lymphoid cell NK marker
SURF6,Innate lymphoid cell NK marker
SOD1,Innate lymphoid cell NK marker
PAFAH1B3,Innate lymphoid cell NK marker
PR137B,Innate lymphoid cell NK marker
TMEM181,Innate lymphoid cell NK marker
DDX20,Innate lymphoid cell NK marker
BTG1,Innate lymphoid cell NK marker
ANGAP1,Innate lymphoid cell NK marker
DDIT4,Innate lymphoid cell NK marker
IDI1,Innate lymphoid cell NK marker
BCL2,Innate lymphoid cell NK marker
P4HA1,Innate lymphoid cell NK marker
PTGER2,Innate lymphoid cell NK marker
STK10,Innate lymphoid cell NK marker
ZMYM5,Innate lymphoid cell NK marker
BCL2L1,Innate lymphoid cell NK marker
TSPAN5,Innate lymphoid cell NK marker
MGAT4A,Innate lymphoid cell NK marker
MMS22L,Innate lymphoid cell NK marker
SK3A,Innate lymphoid cell NK marker
BM8A,Innate lymphoid cell NK marker
IP1,Innate lymphoid cell NK marker
OX7B,Innate lymphoid cell NK marker
SREK1IP1,Innate lymphoid cell NK marker
NDUFAF7,Innate lymphoid cell NK marker
JAK3,Innate lymphoid cell NK marker
DHX15,Innate lymphoid cell NK marker
ARHGDIB,Innate lymphoid cell NK marker
ERV3-1,Innate lymphoid cell NK marker
UPP1,Innate lymphoid cell NK marker
OA4,Innate lymphoid cell NK marker
SRSF2,Innate lymphoid cell NK marker
MRPL49,Innate lymphoid cell NK marker
EEF1AKMT2,Innate lymphoid cell NK marker
NUDT4,Innate lymphoid cell NK marker
AC004918.1,Innate lymphoid cell NK marker
SPON2,Innate lymphoid cell NK marker
MPHOSPH9,Innate lymphoid cell NK marker
TADA3,Innate lymphoid cell NK marker
STARD7,Innate lymphoid cell NK marker
1ORF56,Innate lymphoid cell NK marker
DK12,Innate lymphoid cell NK marker
NOT6L,Innate lymphoid cell NK marker
HLA-DQB1,Innate lymphoid cell NK marker
AC010642.2,Innate lymphoid cell NK marker
D74,Innate lymphoid cell NK marker
ENDOG,Innate lymphoid cell NK marker
ADGRE5,Innate lymphoid cell NK marker
TGIF1,Innate lymphoid cell NK marker
HSPH1,Innate lymphoid cell NK marker
NDUFV2,Innate lymphoid cell NK marker
TF2E2,Innate lymphoid cell NK marker
SZT2,Innate lymphoid cell NK marker
HLA-DPA1,Innate lymphoid cell NK marker
DGKQ,Innate lymphoid cell NK marker
NOP10,Innate lymphoid cell NK marker
TAF1D,Innate lymphoid cell NK marker
ME2,Innate lymphoid cell NK marker
STK4,Innate lymphoid cell NK marker
ECSCR,Innate lymphoid cell NK marker
HLA-DRB1,Innate lymphoid cell NK marker
FKBP11,Innate lymphoid cell NK marker
PLEKHB2,Innate lymphoid cell NK marker
HLA-DRB5,Innate lymphoid cell NK marker
MBP,Innate lymphoid cell NK marker
ABCB10,Innate lymphoid cell NK marker
HSPA1B,Innate lymphoid cell NK marker
TFF3,Lymphatic EC differentiating marker
SEMA3A,Lymphatic EC differentiating marker
TBX1,Lymphatic EC differentiating marker
ANGPT2,Lymphatic EC differentiating marker
PROX1,Lymphatic EC differentiating marker
SCN3B,Lymphatic EC differentiating marker
6ORF141,Lymphatic EC differentiating marker
FABP4,Lymphatic EC differentiating marker
STAB2,Lymphatic EC differentiating marker
KLF6,Lymphatic EC differentiating marker
ELN-1,Lymphatic EC differentiating marker
L21,Lymphatic EC differentiating marker
ARL4A,Lymphatic EC differentiating marker
PM6A,Lymphatic EC differentiating marker
MAN1A1,Lymphatic EC differentiating marker
BACE2,Lymphatic EC differentiating marker
LYVE1,Lymphatic EC differentiating marker
SHC1,Lymphatic EC differentiating marker
PRC5B,Lymphatic EC differentiating marker
PPFIBP1,Lymphatic EC differentiating marker
KBTBD11,Lymphatic EC differentiating marker
MMRN1,Lymphatic EC differentiating marker
NKSR3,Lymphatic EC differentiating marker
MRC1,Lymphatic EC differentiating marker
FLT4,Lymphatic EC differentiating marker
ARL6IP1,Lymphatic EC differentiating marker
TFPI,Lymphatic EC differentiating marker
AP,Lymphatic EC differentiating marker
VAV3,Lymphatic EC differentiating marker
FABP5,Lymphatic EC differentiating marker
SLC38A1,Lymphatic EC differentiating marker
NRP2,Lymphatic EC differentiating marker
DSP,Lymphatic EC differentiating marker
LIMS1,Lymphatic EC differentiating marker
ASGRP3,Lymphatic EC differentiating marker
PTX3,Lymphatic EC differentiating marker
FAM189A2,Lymphatic EC differentiating marker
AKAP12,Lymphatic EC differentiating marker
LAPTM5,Lymphatic EC differentiating marker
ART4,Lymphatic EC differentiating marker
ELK3,Lymphatic EC differentiating marker
PKHD1L1,Lymphatic EC differentiating marker
SYNM,Lymphatic EC differentiating marker
WFS1,Lymphatic EC differentiating marker
D36,Lymphatic EC differentiating marker
DOCK5,Lymphatic EC differentiating marker
SH3TC1,Lymphatic EC differentiating marker
TXNL4B,Lymphatic EC differentiating marker
PROCR,Lymphatic EC differentiating marker
MARCKSL1,Lymphatic EC differentiating marker
SMAD1,Lymphatic EC differentiating marker
BMP2K,Lymphatic EC differentiating marker
ZNF521,Lymphatic EC differentiating marker
NTNAP3B,Lymphatic EC differentiating marker
KDR,Lymphatic EC differentiating marker
IGFBP7,Lymphatic EC differentiating marker
PCDH12,Lymphatic EC differentiating marker
TM4SF18,Lymphatic EC differentiating marker
XORF36,Lymphatic EC differentiating marker
TIE1,Lymphatic EC differentiating marker
SCNN1B,Lymphatic EC differentiating marker
SULF2,Lymphatic EC differentiating marker
AFAP1L1,Lymphatic EC differentiating marker
PGM5,Lymphatic EC differentiating marker
17ORF67,Lymphatic EC differentiating marker
TSPAN5,Lymphatic EC differentiating marker
LAYN,Lymphatic EC differentiating marker
PIEZO1,Lymphatic EC differentiating marker
APP,Lymphatic EC differentiating marker
PDE2A,Lymphatic EC differentiating marker
SLC22A23,Lymphatic EC differentiating marker
EFNA5,Lymphatic EC differentiating marker
STAB1,Lymphatic EC differentiating marker
PPP1R2,Lymphatic EC differentiating marker
APLP2,Lymphatic EC differentiating marker
TMOD2,Lymphatic EC differentiating marker
SEMA3D,Lymphatic EC differentiating marker
SPHK1,Lymphatic EC differentiating marker
NOVA2,Lymphatic EC differentiating marker
MTUS1,Lymphatic EC differentiating marker
TC2N,Lymphatic EC differentiating marker
LRRC1,Lymphatic EC differentiating marker
MCTP1,Lymphatic EC differentiating marker
VWF,Lymphatic EC differentiating marker
BCAR1,Lymphatic EC differentiating marker
ARRDC2,Lymphatic EC differentiating marker
PECAM1,Lymphatic EC differentiating marker
PIHBP1,Lymphatic EC differentiating marker
PARD6G,Lymphatic EC differentiating marker
F2RL3,Lymphatic EC differentiating marker
FILIP1,Lymphatic EC differentiating marker
ASSF9,Lymphatic EC differentiating marker
ADM,Lymphatic EC differentiating marker
PTPRB,Lymphatic EC differentiating marker
ACKR3,Lymphatic EC differentiating marker
MAGI1,Lymphatic EC differentiating marker
USHBP1,Lymphatic EC differentiating marker
M2L,Lymphatic EC differentiating marker
MAP4K2,Lymphatic EC differentiating marker
ERRFI1,Lymphatic EC differentiating marker
AB11FIP1,Lymphatic EC differentiating marker
PCDH17,Lymphatic EC differentiating marker
AVIN2,Lymphatic EC differentiating marker
USP13,Lymphatic EC differentiating marker
TLL1,Lymphatic EC differentiating marker
FAM174B,Lymphatic EC differentiating marker
LMO2,Lymphatic EC differentiating marker
THBD,Lymphatic EC differentiating marker
USP31,Lymphatic EC differentiating marker
OSBPL10,Lymphatic EC differentiating marker
OBO4,Lymphatic EC differentiating marker
PEAR1,Lymphatic EC differentiating marker
TSD,Lymphatic EC differentiating marker
SIRPA,Lymphatic EC differentiating marker
SH3BGRL2,Lymphatic EC differentiating marker
LYN,Lymphatic EC differentiating marker
NL1-2,Lymphatic EC differentiating marker
TSPAN15,Lymphatic EC differentiating marker
BCAP31,Lymphatic EC differentiating marker
PDIA5,Lymphatic EC differentiating marker
ADAM10,Lymphatic EC differentiating marker
TAL1,Lymphatic EC differentiating marker
IMAP6,Lymphatic EC differentiating marker
PTPRE,Lymphatic EC differentiating marker
F8,Lymphatic EC differentiating marker
PRSS23,Lymphatic EC differentiating marker
SLCO2B1,Lymphatic EC differentiating marker
INO80C,Lymphatic EC differentiating marker
IMAP8,Lymphatic EC differentiating marker
DC88A,Lymphatic EC differentiating marker
IMAP5,Lymphatic EC differentiating marker
SLC43A2,Lymphatic EC differentiating marker
PEL2,Lymphatic EC differentiating marker
SOX18,Lymphatic EC differentiating marker
SEMA6A,Lymphatic EC differentiating marker
TRIM24,Lymphatic EC differentiating marker
UGP2,Lymphatic EC differentiating marker
ARAP3,Lymphatic EC differentiating marker
WDR54,Lymphatic EC differentiating marker
SHE,Lymphatic EC differentiating marker
TLE1,Lymphatic EC differentiating marker
HST15,Lymphatic EC differentiating marker
EPHB4,Lymphatic EC differentiating marker
ABCG1,Lymphatic EC differentiating marker
STON2,Lymphatic EC differentiating marker
LEC14A,Lymphatic EC differentiating marker
STMN1,Lymphatic EC differentiating marker
D200,Lymphatic EC differentiating marker
EFEMP1,Lymphatic EC differentiating marker
EDNRB,Lymphatic EC differentiating marker
AI14,Lymphatic EC differentiating marker
MYCT1,Lymphatic EC differentiating marker
AV1,Lymphatic EC differentiating marker
HHEX,Lymphatic EC differentiating marker
DC42EP5,Lymphatic EC differentiating marker
NRIP1-1,Lymphatic EC differentiating marker
PRCP,Lymphatic EC differentiating marker
TGFBR2,Lymphatic EC differentiating marker
SLC39A14,Lymphatic EC differentiating marker
ADAMTSL3,Lymphatic EC differentiating marker
SH2D3C,Lymphatic EC differentiating marker
ARHGAP29,Lymphatic EC differentiating marker
SD1,Lymphatic EC differentiating marker
ACR2B,Lymphatic EC differentiating marker
ZDHHC14,Lymphatic EC differentiating marker
MFNG,Lymphatic EC differentiating marker
NG11,Lymphatic EC differentiating marker
EFNB2,Lymphatic EC differentiating marker
MAP3K1,Lymphatic EC differentiating marker
TNFAIP8L1,Lymphatic EC differentiating marker
MBL,Lymphatic EC differentiating marker
EFNA1,Lymphatic EC differentiating marker
B3GNT5,Lymphatic EC differentiating marker
ATP5F1E,Lymphatic EC differentiating marker
LY96,Lymphatic EC differentiating marker
DH5,Lymphatic EC differentiating marker
LDN5,Lymphatic EC differentiating marker
