Gene name,Function
CRHBP,Hematopoietic stem cells marker
DPPA4,Hematopoietic stem cells marker
OTC,Hematopoietic stem cells marker
HPD,Hematopoietic stem cells marker
LINC01705,Hematopoietic stem cells marker
BRINP3,Hematopoietic stem cells marker
HEMGN,Hematopoietic stem cells marker
AADACL2,Hematopoietic stem cells marker
DTX1,Hematopoietic stem cells marker
RSPO1,Hematopoietic stem cells marker
IFNG-AS1,Hematopoietic stem cells marker
GPR182,Hematopoietic stem cells marker
LRCOL1,Hematopoietic stem cells marker
HTR1F,Hematopoietic stem cells marker
SIGLEC6,Hematopoietic stem cells marker
ADRA2C,Hematopoietic stem cells marker
APLN,Hematopoietic stem cells marker
SMPX,Hematopoietic stem cells marker
RP11-817J15.2,Hematopoietic stem cells marker
GREM2,Hematopoietic stem cells marker
TRGV2,Hematopoietic stem cells marker
CALN1,Hematopoietic stem cells marker
CTAG2,Hematopoietic stem cells marker
CDH19,Hematopoietic stem cells marker
CDK15,Hematopoietic stem cells marker
KLK14,Hematopoietic stem cells marker
TEX45,Hematopoietic stem cells marker
CST4,Hematopoietic stem cells marker
SLC5A5,Hematopoietic stem cells marker
S100A2,Hillock-like marker
KRT6A,Hillock-like marker
S100A8,Hillock-like marker
S100A9,Hillock-like marker
KRT17,Hillock-like marker
IFITM3,Hillock-like marker
RHCG,Hillock-like marker
CDH19,Hillock-like marker
PPP1R15A,Hillock-like marker
CCL11,Hillock-like marker
OTC,Hillock-like marker
IFITM1,Hillock-like marker
KCNN2,Hillock-like marker
TYRP1,Hillock-like marker
LINC00636,Hillock-like marker
KRT14,Hillock-like marker
BMP6,Hillock-like marker
TPSG1,Hillock-like marker
LAMC3,Hillock-like marker
NFIA-AS2,Hillock-like marker
MMP9,Hillock-like marker
CALD1,Hillock-like marker
CD207,Hillock-like marker
TRGV2,Hillock-like marker
MIF,Hillock-like marker
HSPB3,Hillock-like marker
VEGFD,Hillock-like marker
KRT1,Hillock-like marker
TFF2,Hillock-like marker
SCT,Hillock-like marker
MRC1,Interstitial Mph perivascular marker
SRGN,Interstitial Mph perivascular marker
HLA-DRA,Interstitial Mph perivascular marker
HLA-DPA1,Interstitial Mph perivascular marker
HLA-DPB1,Interstitial Mph perivascular marker
MT2A,Interstitial Mph perivascular marker
SELENOP,Interstitial Mph perivascular marker
CCL11,Interstitial Mph perivascular marker
HLA-DRB1,Interstitial Mph perivascular marker
GPR182,Interstitial Mph perivascular marker
TPSG1,Interstitial Mph perivascular marker
TYRP1,Interstitial Mph perivascular marker
APLN,Interstitial Mph perivascular marker
GPR25,Interstitial Mph perivascular marker
BRINP3,Interstitial Mph perivascular marker
CDH19,Interstitial Mph perivascular marker
OTC,Interstitial Mph perivascular marker
AADACL2,Interstitial Mph perivascular marker
IFNG-AS1,Interstitial Mph perivascular marker
FDCSP,Interstitial Mph perivascular marker
NFIA-AS2,Interstitial Mph perivascular marker
RP11-501J20.5,Interstitial Mph perivascular marker
HSPB3,Interstitial Mph perivascular marker
EMP1,Interstitial Mph perivascular marker
CD74,Interstitial Mph perivascular marker
PAEP,Interstitial Mph perivascular marker
RP11-817J15.2,Interstitial Mph perivascular marker
LINC01638,Interstitial Mph perivascular marker
TIMP1,Interstitial Mph perivascular marker
GREM2,Interstitial Mph perivascular marker
OTC,Ionocyte marker
LINC00636,Ionocyte marker
GPR25,Ionocyte marker
MSI1,Ionocyte marker
STMN2,Ionocyte marker
LAMP5,Ionocyte marker
CD207,Ionocyte marker
RSPO1,Ionocyte marker
RP11-322E11.5,Ionocyte marker
TRGV2,Ionocyte marker
SPIC,Ionocyte marker
TPSG1,Ionocyte marker
LINC01393,Ionocyte marker
B4GALNT1,Ionocyte marker
CCL11,Ionocyte marker
TEX41,Ionocyte marker
CDH19,Ionocyte marker
HSPB3,Ionocyte marker
PACSIN1,Ionocyte marker
FOXI1,Ionocyte marker
NTRK1,Ionocyte marker
ROCR,Ionocyte marker
BPIFB2,Ionocyte marker
LINC02106,Ionocyte marker
CD1B,Ionocyte marker
RP11-817J15.2,Ionocyte marker
NFIA-AS2,Ionocyte marker
COMP,Ionocyte marker
DTX1,Ionocyte marker
JPH2,Ionocyte marker
CDH19,Lymphatic EC differentiating marker
LAMC3,Lymphatic EC differentiating marker
CCL11,Lymphatic EC differentiating marker
TYRP1,Lymphatic EC differentiating marker
LINC01705,Lymphatic EC differentiating marker
CD207,Lymphatic EC differentiating marker
TFF2,Lymphatic EC differentiating marker
TPSG1,Lymphatic EC differentiating marker
CD1B,Lymphatic EC differentiating marker
KCNN2,Lymphatic EC differentiating marker
PPFIBP1,Lymphatic EC differentiating marker
LINC01393,Lymphatic EC differentiating marker
BRINP3,Lymphatic EC differentiating marker
OTC,Lymphatic EC differentiating marker
COMP,Lymphatic EC differentiating marker
AMHR2,Lymphatic EC differentiating marker
CASQ2,Lymphatic EC differentiating marker
IFNG-AS1,Lymphatic EC differentiating marker
SH2D6,Lymphatic EC differentiating marker
TRGV2,Lymphatic EC differentiating marker
TNFSF11,Lymphatic EC differentiating marker
NTRK1,Lymphatic EC differentiating marker
MSI1,Lymphatic EC differentiating marker
SIGLEC6,Lymphatic EC differentiating marker
GATA5,Lymphatic EC differentiating marker
LINC01781,Lymphatic EC differentiating marker
LRRN4,Lymphatic EC differentiating marker
HPD,Lymphatic EC differentiating marker
CRLF2,Lymphatic EC differentiating marker
MYOC,Lymphatic EC differentiating marker
CCL21,Lymphatic EC mature marker
TFF3,Lymphatic EC mature marker
TFPI,Lymphatic EC mature marker
CLDN5,Lymphatic EC mature marker
RAMP2,Lymphatic EC mature marker
TRGV2,Lymphatic EC mature marker
MMRN1,Lymphatic EC mature marker
PPFIBP1,Lymphatic EC mature marker
CCL11,Lymphatic EC mature marker
GPR25,Lymphatic EC mature marker
BPIFB2,Lymphatic EC mature marker
IGFBP7,Lymphatic EC mature marker
NTNG2,Lymphatic EC mature marker
CDH19,Lymphatic EC mature marker
SPIC,Lymphatic EC mature marker
KRT1,Lymphatic EC mature marker
CDK15,Lymphatic EC mature marker
CACNA1C-AS2,Lymphatic EC mature marker
MYOC,Lymphatic EC mature marker
IDO2,Lymphatic EC mature marker
COMP,Lymphatic EC mature marker
BRINP3,Lymphatic EC mature marker
HSPB3,Lymphatic EC mature marker
S100A10,Lymphatic EC mature marker
CLEC9A,Lymphatic EC mature marker
TPSG1,Lymphatic EC mature marker
SOX10,Lymphatic EC mature marker
IGLC7,Lymphatic EC mature marker
PAX5,Lymphatic EC mature marker
CRLF2,Lymphatic EC mature marker
TYRP1,Lymphatic EC proliferating marker
CCL11,Lymphatic EC proliferating marker
AMHR2,Lymphatic EC proliferating marker
COMP,Lymphatic EC proliferating marker
SEZ6L,Lymphatic EC proliferating marker
CRHBP,Lymphatic EC proliferating marker
NFIA-AS2,Lymphatic EC proliferating marker
CD207,Lymphatic EC proliferating marker
KCNN2,Lymphatic EC proliferating marker
LINC01705,Lymphatic EC proliferating marker
PAX5,Lymphatic EC proliferating marker
CDH19,Lymphatic EC proliferating marker
LINC01638,Lymphatic EC proliferating marker
RSPO1,Lymphatic EC proliferating marker
APLN,Lymphatic EC proliferating marker
CLEC4O,Lymphatic EC proliferating marker
SIGLEC6,Lymphatic EC proliferating marker
CGREF1,Lymphatic EC proliferating marker
RP11-826N14.8,Lymphatic EC proliferating marker
IDO2,Lymphatic EC proliferating marker
OTC,Lymphatic EC proliferating marker
B3GNT6,Lymphatic EC proliferating marker
TRH,Lymphatic EC proliferating marker
MPIG6B,Lymphatic EC proliferating marker
SH2D6,Lymphatic EC proliferating marker
LINC00636,Lymphatic EC proliferating marker
SPIC,Lymphatic EC proliferating marker
CDK15,Lymphatic EC proliferating marker
GFI1B,Lymphatic EC proliferating marker
TMSB15A,Lymphatic EC proliferating marker
TPSAB1,Mast cells marker
TPSB2,Mast cells marker
NTRK1,Mast cells marker
ADRA2C,Mast cells marker
CRLF2,Mast cells marker
RP11-322E11.5,Mast cells marker
HDC,Mast cells marker
CPA3,Mast cells marker
CTD-2547H18.1,Mast cells marker
CACNA1C-AS2,Mast cells marker
AADACL2,Mast cells marker
GATA5,Mast cells marker
AMHR2,Mast cells marker
CA3,Mast cells marker
CD1B,Mast cells marker
RP11-501J20.5,Mast cells marker
PAEP,Mast cells marker
ROCR,Mast cells marker
BRINP3,Mast cells marker
RAB3C,Mast cells marker
ATP1A2,Mast cells marker
NUGGC,Mast cells marker
TPSG1,Mast cells marker
SLC5A5,Mast cells marker
SYT10,Mast cells marker
XCR1,Mast cells marker
ITPRID1,Mast cells marker
TRH,Mast cells marker
SOX10,Mast cells marker
CST4,Mast cells marker
ITLN1,Mesothelium marker
CALB2,Mesothelium marker
PRG4,Mesothelium marker
GALNT9,Mesothelium marker
FDCSP,Mesothelium marker
TRGV2,Mesothelium marker
CCL11,Mesothelium marker
HSPB3,Mesothelium marker
AADACL2,Mesothelium marker
COMP,Mesothelium marker
TPSG1,Mesothelium marker
DPYS,Mesothelium marker
LINC00636,Mesothelium marker
CLEC4O,Mesothelium marker
SOX10,Mesothelium marker
LRCOL1,Mesothelium marker
OTC,Mesothelium marker
CD207,Mesothelium marker
CTSG,Mesothelium marker
SMPX,Mesothelium marker
CACNA1C-AS2,Mesothelium marker
RSPO1,Mesothelium marker
AVPR1A,Mesothelium marker
KLK14,Mesothelium marker
SIGLEC6,Mesothelium marker
AMHR2,Mesothelium marker
PAEP,Mesothelium marker
TEX41,Mesothelium marker
VIPR2,Mesothelium marker
CDH19,Mesothelium marker
OTC,Migratory DCs marker
NUGGC,Migratory DCs marker
CRLF2,Migratory DCs marker
SIGLEC6,Migratory DCs marker
CCL19,Migratory DCs marker
FDCSP,Migratory DCs marker
CCL22,Migratory DCs marker
AOC1,Migratory DCs marker
TRGV2,Migratory DCs marker
SMPX,Migratory DCs marker
CDH19,Migratory DCs marker
HPD,Migratory DCs marker
STXBP5L,Migratory DCs marker
TNFSF11,Migratory DCs marker
AVPR1A,Migratory DCs marker
EBF2,Migratory DCs marker
RERGL,Migratory DCs marker
KCNN2,Migratory DCs marker
RUNDC3B,Migratory DCs marker
BRINP3,Migratory DCs marker
TFF2,Migratory DCs marker
LINC01393,Migratory DCs marker
LINC01705,Migratory DCs marker
CTSG,Migratory DCs marker
KCNK12,Migratory DCs marker
MPIG6B,Migratory DCs marker
CSDC2,Migratory DCs marker
MYRFL,Migratory DCs marker
CTAG2,Migratory DCs marker
CALHM3,Migratory DCs marker
VIM,Monocyte-derived Mph marker
FTH1,Monocyte-derived Mph marker
MTRNR2L8,Monocyte-derived Mph marker
APOC1,Monocyte-derived Mph marker
FOS,Monocyte-derived Mph marker
MS4A1,Monocyte-derived Mph marker
MT-ND1,Monocyte-derived Mph marker
SFTPC,Monocyte-derived Mph marker
ACP5,Monocyte-derived Mph marker
RNASE1,Monocyte-derived Mph marker
CD68,Monocyte-derived Mph marker
RP11-501J20.5,Monocyte-derived Mph marker
NEAT1,Monocyte-derived Mph marker
CDH19,Monocyte-derived Mph marker
SSUH2,Monocyte-derived Mph marker
BRINP3,Monocyte-derived Mph marker
TYROBP,Monocyte-derived Mph marker
MT-ATP6,Monocyte-derived Mph marker
MYOCD,Monocyte-derived Mph marker
TRGV2,Monocyte-derived Mph marker
EDNRB,Monocyte-derived Mph marker
CSTB,Monocyte-derived Mph marker
GPR182,Monocyte-derived Mph marker
MTUS1,Monocyte-derived Mph marker
C3,Monocyte-derived Mph marker
HSD11B1,Monocyte-derived Mph marker
KCNN2,Monocyte-derived Mph marker
RP11-1143G9.4,Monocyte-derived Mph marker
SCT,Monocyte-derived Mph marker
LRCOL1,Monocyte-derived Mph marker
PSCA,Multiciliated (nasal) marker
CAPS,Multiciliated (nasal) marker
CRIP1,Multiciliated (nasal) marker
AQP3,Multiciliated (nasal) marker
RP11-356K23.1,Multiciliated (nasal) marker
KLK14,Multiciliated (nasal) marker
TYRP1,Multiciliated (nasal) marker
MSI1,Multiciliated (nasal) marker
SCT,Multiciliated (nasal) marker
HSPB3,Multiciliated (nasal) marker
HPD,Multiciliated (nasal) marker
SIGLEC6,Multiciliated (nasal) marker
LINC01638,Multiciliated (nasal) marker
CCL20,Multiciliated (nasal) marker
OMG,Multiciliated (nasal) marker
EBF2,Multiciliated (nasal) marker
MYOC,Multiciliated (nasal) marker
RP11-501J20.5,Multiciliated (nasal) marker
ST6GALNAC5,Multiciliated (nasal) marker
C15orf48,Multiciliated (nasal) marker
HOXA9,Multiciliated (nasal) marker
CXCR5,Multiciliated (nasal) marker
SEZ6L,Multiciliated (nasal) marker
CRHBP,Multiciliated (nasal) marker
RP11-817J15.2,Multiciliated (nasal) marker
LRRIQ1,Multiciliated (nasal) marker
STXBP5L,Multiciliated (nasal) marker
CTD-2531D15.4,Multiciliated (nasal) marker
RP11-322E11.5,Multiciliated (nasal) marker
MSMB,Multiciliated (nasal) marker
C20orf85,Multiciliated (non-nasal) marker
DNAAF1,Multiciliated (non-nasal) marker
GSTP1,Multiciliated (non-nasal) marker
FAM183A,Multiciliated (non-nasal) marker
AGR3,Multiciliated (non-nasal) marker
MUC16,Multiciliated (non-nasal) marker
MS4A8,Multiciliated (non-nasal) marker
PRDX5,Multiciliated (non-nasal) marker
DYNLL1,Multiciliated (non-nasal) marker
C9orf24,Multiciliated (non-nasal) marker
MT-ND6,Multiciliated (non-nasal) marker
C6,Multiciliated (non-nasal) marker
SCGB1A1,Multiciliated (non-nasal) marker
NEAT1,Multiciliated (non-nasal) marker
SYNE1,Multiciliated (non-nasal) marker
CAPS,Multiciliated (non-nasal) marker
C1orf194,Multiciliated (non-nasal) marker
MTRNR2L12,Multiciliated (non-nasal) marker
AADACL2,Multiciliated (non-nasal) marker
MT-ND5,Multiciliated (non-nasal) marker
THORLNC,Multiciliated (non-nasal) marker
TPPP3,Multiciliated (non-nasal) marker
SLPI,Multiciliated (non-nasal) marker
HSP90AA1,Multiciliated (non-nasal) marker
HOATZ,Multiciliated (non-nasal) marker
RSPH1,Multiciliated (non-nasal) marker
NOVA1,Multiciliated (non-nasal) marker
LRRIQ1,Multiciliated (non-nasal) marker
OTC,Multiciliated (non-nasal) marker
SPIC,Multiciliated (non-nasal) marker
OTC,Myofibroblasts marker
UPK3A,Myofibroblasts marker
PI15,Myofibroblasts marker
RP11-322E11.5,Myofibroblasts marker
ASPN,Myofibroblasts marker
ATP1A2,Myofibroblasts marker
CLEC4O,Myofibroblasts marker
LINC02812,Myofibroblasts marker
TRGV2,Myofibroblasts marker
CTAG2,Myofibroblasts marker
PRELP,Myofibroblasts marker
SCT,Myofibroblasts marker
MPIG6B,Myofibroblasts marker
DTX1,Myofibroblasts marker
CD207,Myofibroblasts marker
LINC01781,Myofibroblasts marker
C1QTNF7,Myofibroblasts marker
MSI1,Myofibroblasts marker
COMP,Myofibroblasts marker
HPD,Myofibroblasts marker
SPIC,Myofibroblasts marker
TMSB15A,Myofibroblasts marker
RP11-817J15.2,Myofibroblasts marker
B3GNT6,Myofibroblasts marker
PAX5,Myofibroblasts marker
CDH19,Myofibroblasts marker
TYRP1,Myofibroblasts marker
RELN,Myofibroblasts marker
HEMGN,Myofibroblasts marker
RP11-501J20.5,Myofibroblasts marker
TYROBP,NK cells marker
NKG7,NK cells marker
FCER1G,NK cells marker
GNLY,NK cells marker
CCL3,NK cells marker
GZMB,NK cells marker
HOPX,NK cells marker
TMSB4X,NK cells marker
CD7,NK cells marker
OTC,NK cells marker
GPR182,NK cells marker
CD207,NK cells marker
FDCSP,NK cells marker
CDH19,NK cells marker
KCNN2,NK cells marker
PRF1,NK cells marker
AVPR1A,NK cells marker
CEROX1,NK cells marker
CD247,NK cells marker
HSPB3,NK cells marker
CCL11,NK cells marker
TYRP1,NK cells marker
PACSIN1,NK cells marker
RP11-322E11.5,NK cells marker
PTGDS,NK cells marker
FCGR3A,NK cells marker
SMPX,NK cells marker
NTRK1,NK cells marker
MSMP,NK cells marker
MYOCD,NK cells marker
CRLF2,Neuroendocrine marker
KLHDC8A,Neuroendocrine marker
CCL11,Neuroendocrine marker
PI15,Neuroendocrine marker
CDH19,Neuroendocrine marker
GPR25,Neuroendocrine marker
NPTX1,Neuroendocrine marker
JPH2,Neuroendocrine marker
GATA5,Neuroendocrine marker
KRT1,Neuroendocrine marker
HSPB3,Neuroendocrine marker
PAX5,Neuroendocrine marker
CD207,Neuroendocrine marker
TRGV2,Neuroendocrine marker
DLL3,Neuroendocrine marker
FOXS1,Neuroendocrine marker
UPK3A,Neuroendocrine marker
EGFLAM,Neuroendocrine marker
ADCYAP1,Neuroendocrine marker
SCT,Neuroendocrine marker
SMPX,Neuroendocrine marker
RP11-322E11.5,Neuroendocrine marker
CRABP1,Neuroendocrine marker
ENOX1,Neuroendocrine marker
TFF2,Neuroendocrine marker
HPD,Neuroendocrine marker
NFIA-AS2,Neuroendocrine marker
SEZ6L,Neuroendocrine marker
KCNK12,Neuroendocrine marker
VGF,Neuroendocrine marker
C1QA,Non-classical monocytes marker
C1QB,Non-classical monocytes marker
C1QC,Non-classical monocytes marker
FABP4,Non-classical monocytes marker
SAT1,Non-classical monocytes marker
IFITM3,Non-classical monocytes marker
AIF1,Non-classical monocytes marker
CTSS,Non-classical monocytes marker
FABP5,Non-classical monocytes marker
SPIC,Non-classical monocytes marker
FCGR3A,Non-classical monocytes marker
IFITM2,Non-classical monocytes marker
MT2A,Non-classical monocytes marker
CD52,Non-classical monocytes marker
KCNN2,Non-classical monocytes marker
APLN,Non-classical monocytes marker
FMO1,Non-classical monocytes marker
FCER1G,Non-classical monocytes marker
RP11-501J20.5,Non-classical monocytes marker
HSPB3,Non-classical monocytes marker
NFIA-AS2,Non-classical monocytes marker
TFF2,Non-classical monocytes marker
LST1,Non-classical monocytes marker
COMP,Non-classical monocytes marker
CLEC4O,Non-classical monocytes marker
HOXD9,Non-classical monocytes marker
IGLV3-1,Non-classical monocytes marker
LINC01638,Non-classical monocytes marker
GPR182,Non-classical monocytes marker
RP11-84E17.1,Non-classical monocytes marker
A2M,Peribronchial fibroblasts marker
OTC,Peribronchial fibroblasts marker
FBLN1,Peribronchial fibroblasts marker
MGP,Peribronchial fibroblasts marker
ADGRG3,Peribronchial fibroblasts marker
IFNG-AS1,Peribronchial fibroblasts marker
LUM,Peribronchial fibroblasts marker
CALN1,Peribronchial fibroblasts marker
CD1B,Peribronchial fibroblasts marker
CRABP1,Peribronchial fibroblasts marker
MSMP,Peribronchial fibroblasts marker
BPIFB2,Peribronchial fibroblasts marker
RP11-501J20.5,Peribronchial fibroblasts marker
TPSG1,Peribronchial fibroblasts marker
CTSG,Peribronchial fibroblasts marker
PWWP3B,Peribronchial fibroblasts marker
PACSIN1,Peribronchial fibroblasts marker
ROCR,Peribronchial fibroblasts marker
LINC01393,Peribronchial fibroblasts marker
KLK14,Peribronchial fibroblasts marker
AMHR2,Peribronchial fibroblasts marker
APLN,Peribronchial fibroblasts marker
SH2D6,Peribronchial fibroblasts marker
LGALS12,Peribronchial fibroblasts marker
CDK6-AS1,Peribronchial fibroblasts marker
PAX5,Peribronchial fibroblasts marker
AC104024.1,Peribronchial fibroblasts marker
NTRK1,Peribronchial fibroblasts marker
GPR182,Peribronchial fibroblasts marker
TMSB15A,Peribronchial fibroblasts marker
AADACL2,Pericytes marker
COMP,Pericytes marker
BRINP3,Pericytes marker
GREM2,Pericytes marker
TRGV2,Pericytes marker
OTC,Pericytes marker
SPIC,Pericytes marker
PAEP,Pericytes marker
LINC00636,Pericytes marker
AMHR2,Pericytes marker
SSUH2,Pericytes marker
PTN,Pericytes marker
MYOC,Pericytes marker
TFF2,Pericytes marker
GATA5,Pericytes marker
CACNA1C-AS2,Pericytes marker
PDGFRB,Pericytes marker
B3GNT6,Pericytes marker
KLK14,Pericytes marker
LINC01638,Pericytes marker
MPIG6B,Pericytes marker
APLN,Pericytes marker
CD207,Pericytes marker
CCL11,Pericytes marker
GPR25,Pericytes marker
RP11-817J15.2,Pericytes marker
TPSD1,Pericytes marker
CTD-2547H18.1,Pericytes marker
FDCSP,Pericytes marker
SMPX,Pericytes marker
JCHAIN,Plasma cells marker
IGKC,Plasma cells marker
IGHGP,Plasma cells marker
IFNG-AS1,Plasma cells marker
NUGGC,Plasma cells marker
CDH19,Plasma cells marker
MZB1,Plasma cells marker
OTC,Plasma cells marker
CD1B,Plasma cells marker
IGKV1-12,Plasma cells marker
IGKV4-1,Plasma cells marker
GPR25,Plasma cells marker
TRH,Plasma cells marker
IGLL5,Plasma cells marker
ZNF215,Plasma cells marker
JPH2,Plasma cells marker
FDCSP,Plasma cells marker
RP11-501J20.5,Plasma cells marker
TFF2,Plasma cells marker
HSPB3,Plasma cells marker
TRGV2,Plasma cells marker
MYOC,Plasma cells marker
AVPR1A,Plasma cells marker
BPIFB2,Plasma cells marker
LINC02362,Plasma cells marker
AADACL2,Plasma cells marker
CCL11,Plasma cells marker
CDK15,Plasma cells marker
CD207,Plasma cells marker
MSI1,Plasma cells marker
SCT,Plasmacytoid DCs marker
SHD,Plasmacytoid DCs marker
GZMB,Plasmacytoid DCs marker
LAMP5,Plasmacytoid DCs marker
CDK15,Plasmacytoid DCs marker
RP11-501J20.5,Plasmacytoid DCs marker
TFF2,Plasmacytoid DCs marker
TPSG1,Plasmacytoid DCs marker
OTC,Plasmacytoid DCs marker
AADACL2,Plasmacytoid DCs marker
KLK14,Plasmacytoid DCs marker
NTRK1,Plasmacytoid DCs marker
CALN1,Plasmacytoid DCs marker
NFIA-AS2,Plasmacytoid DCs marker
DGKB,Plasmacytoid DCs marker
IFNG-AS1,Plasmacytoid DCs marker
ADRA2C,Plasmacytoid DCs marker
APLN,Plasmacytoid DCs marker
SPIC,Plasmacytoid DCs marker
B4GALNT1,Plasmacytoid DCs marker
SH2D6,Plasmacytoid DCs marker
CLEC4C,Plasmacytoid DCs marker
GPC2,Plasmacytoid DCs marker
CLEC4O,Plasmacytoid DCs marker
LRCOL1,Plasmacytoid DCs marker
RP11-826N14.8,Plasmacytoid DCs marker
CCL11,Plasmacytoid DCs marker
LRRN4,Plasmacytoid DCs marker
SEZ6L,Plasmacytoid DCs marker
CDH19,Plasmacytoid DCs marker
TRGV2,SM activated stress response marker
CRLF2,SM activated stress response marker
TYRP1,SM activated stress response marker
ATF3,SM activated stress response marker
LINC01393,SM activated stress response marker
STXBP5L,SM activated stress response marker
RP11-501J20.5,SM activated stress response marker
ADAMTS1,SM activated stress response marker
OTC,SM activated stress response marker
AMHR2,SM activated stress response marker
B4GALNT1,SM activated stress response marker
KRT1,SM activated stress response marker
TPSG1,SM activated stress response marker
SIGLEC6,SM activated stress response marker
GPR25,SM activated stress response marker
APLN,SM activated stress response marker
SCT,SM activated stress response marker
PAEP,SM activated stress response marker
ROCR,SM activated stress response marker
KCNK12,SM activated stress response marker
CST4,SM activated stress response marker
UPK3A,SM activated stress response marker
ATP1B2,SM activated stress response marker
PON1,SM activated stress response marker
ITPRID1,SM activated stress response marker
CCL11,SM activated stress response marker
TCL1A,SM activated stress response marker
PTCHD1,SM activated stress response marker
BMP6,SM activated stress response marker
CALHM3,SM activated stress response marker
SCGB3A1,SMG duct marker
CD207,SMG duct marker
TCN1,SMG duct marker
LCN2,SMG duct marker
CLU,SMG duct marker
OTC,SMG duct marker
TRGV2,SMG duct marker
FDCSP,SMG duct marker
LINC01638,SMG duct marker
CTSG,SMG duct marker
SLPI,SMG duct marker
BRINP3,SMG duct marker
RP11-322E11.5,SMG duct marker
CDK15,SMG duct marker
GFI1B,SMG duct marker
LRCOL1,SMG duct marker
TPSG1,SMG duct marker
KRT7,SMG duct marker
KCNN2,SMG duct marker
NTRK1,SMG duct marker
AADACL2,SMG duct marker
RAB3C,SMG duct marker
LINC00636,SMG duct marker
SIGLEC6,SMG duct marker
RERGL,SMG duct marker
GPR182,SMG duct marker
APLN,SMG duct marker
EPGN,SMG duct marker
KRT1,SMG duct marker
FOXN4,SMG duct marker
BPIFB2,SMG mucous marker
MUC5B,SMG mucous marker
OTC,SMG mucous marker
CCL11,SMG mucous marker
RP11-501J20.5,SMG mucous marker
CD207,SMG mucous marker
KLK14,SMG mucous marker
UPP2,SMG mucous marker
FOXS1,SMG mucous marker
TYRP1,SMG mucous marker
SCT,SMG mucous marker
CST4,SMG mucous marker
KCNN2,SMG mucous marker
SLC5A5,SMG mucous marker
SIGLEC6,SMG mucous marker
ITGA11,SMG mucous marker
ADGRG3,SMG mucous marker
MYBPC1,SMG mucous marker
IGKV3-15,SMG mucous marker
LAMC3,SMG mucous marker
GREM2,SMG mucous marker
CLEC4O,SMG mucous marker
JPH2,SMG mucous marker
TPSG1,SMG mucous marker
CTD-2547H18.1,SMG mucous marker
CD1B,SMG mucous marker
HPD,SMG mucous marker
NTRK1,SMG mucous marker
LINC00636,SMG mucous marker
ANKRD1,SMG mucous marker
PRR4,SMG serous (bronchial) marker
LYZ,SMG serous (bronchial) marker
LTF,SMG serous (bronchial) marker
OTC,SMG serous (bronchial) marker
AZGP1,SMG serous (bronchial) marker
SCGB3A1,SMG serous (bronchial) marker
HSPB3,SMG serous (bronchial) marker
RP11-501J20.5,SMG serous (bronchial) marker
RP11-1143G9.4,SMG serous (bronchial) marker
LINC01638,SMG serous (bronchial) marker
CALN1,SMG serous (bronchial) marker
NTRK1,SMG serous (bronchial) marker
KCNN2,SMG serous (bronchial) marker
GPR182,SMG serous (bronchial) marker
GPC2,SMG serous (bronchial) marker
APIP,SMG serous (bronchial) marker
CDK15,SMG serous (bronchial) marker
LINC00636,SMG serous (bronchial) marker
TRGV2,SMG serous (bronchial) marker
CTSG,SMG serous (bronchial) marker
SIGLEC6,SMG serous (bronchial) marker
CLCNKA,SMG serous (bronchial) marker
TYRP1,SMG serous (bronchial) marker
TNFSF11,SMG serous (bronchial) marker
SH2D6,SMG serous (bronchial) marker
CDH19,SMG serous (bronchial) marker
S100B,SMG serous (bronchial) marker
TRH,SMG serous (bronchial) marker
FAM162B,SMG serous (bronchial) marker
PON1,SMG serous (bronchial) marker
STATH,SMG serous (nasal) marker
BPIFA1,SMG serous (nasal) marker
ZG16B,SMG serous (nasal) marker
CDH19,SMG serous (nasal) marker
CCL11,SMG serous (nasal) marker
COMP,SMG serous (nasal) marker
TPSG1,SMG serous (nasal) marker
EPGN,SMG serous (nasal) marker
TRH,SMG serous (nasal) marker
KLK14,SMG serous (nasal) marker
SNORC,SMG serous (nasal) marker
OTC,SMG serous (nasal) marker
TEX41,SMG serous (nasal) marker
TRGV2,SMG serous (nasal) marker
CLDN10,SMG serous (nasal) marker
C4B,SMG serous (nasal) marker
UPK3A,SMG serous (nasal) marker
TYRP1,SMG serous (nasal) marker
RAB3C,SMG serous (nasal) marker
FGF12,SMG serous (nasal) marker
SPINK14,SMG serous (nasal) marker
CDK15,SMG serous (nasal) marker
CRHBP,SMG serous (nasal) marker
SIX3-AS1,SMG serous (nasal) marker
PAX5,SMG serous (nasal) marker
GPR25,SMG serous (nasal) marker
BPIFB3,SMG serous (nasal) marker
DAB1,SMG serous (nasal) marker
AVPR1A,SMG serous (nasal) marker
LRCOL1,SMG serous (nasal) marker
TAGLN,Smooth muscle marker
ACTA2,Smooth muscle marker
CALD1,Smooth muscle marker
GPR25,Smooth muscle marker
PLAC9,Smooth muscle marker
IGFBP7,Smooth muscle marker
TFF2,Smooth muscle marker
AADACL2,Smooth muscle marker
SOX10,Smooth muscle marker
RP11-501J20.5,Smooth muscle marker
KRT1,Smooth muscle marker
RGS5_ENSG00000143248,Smooth muscle marker
AMHR2,Smooth muscle marker
CCL19,Smooth muscle marker
STXBP5L,Smooth muscle marker
TRH,Smooth muscle marker
TREML1,Smooth muscle marker
TCL1A,Smooth muscle marker
CDK15,Smooth muscle marker
SPIC,Smooth muscle marker
SIGLEC6,Smooth muscle marker
